customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges_Monthly,account_Charges_Total,Contas_Diarias
3898-GUYTS,False,Female,1,No,No,45,Yes,True,Fiber optic,True,True,False,True,True,False,Month-to-month,Yes,Electronic check,97.05,4385.05,3.24
3951-NJCVI,False,Female,1,Yes,No,42,Yes,True,Fiber optic,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,95.05,3944.5,3.17
3956-MGXOG,False,Female,0,No,No,28,Yes,False,Fiber optic,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,80.6,2244.95,2.69
3969-GYXEL,False,Female,0,No,No,11,Yes,False,Fiber optic,True,False,False,False,False,False,Month-to-month,No,Electronic check,76.4,838.7,2.55
3995-WFCSM,False,Female,0,No,No,2,Yes,False,DSL,False,False,True,False,False,True,Month-to-month,No,Electronic check,60.85,111.4,2.03
3999-WRNGR,False,Female,0,Yes,Yes,60,No,False,DSL,False,True,False,False,True,True,Month-to-month,Yes,Electronic check,49.75,3069.45,1.66
4001-TSBTV,False,Female,0,Yes,Yes,58,Yes,False,Fiber optic,False,True,True,False,True,False,Month-to-month,Yes,Electronic check,91.55,5511.65,3.05
4007-NHVHI,False,Female,1,No,No,56,Yes,True,Fiber optic,True,True,False,False,False,True,Month-to-month,Yes,Electronic check,96.85,5219.65,3.23
4012-ZTHBR,False,Female,0,Yes,Yes,21,Yes,False,DSL,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,44.95,926.25,1.5
4065-JJAVA,False,Female,0,No,No,1,Yes,False,DSL,False,True,False,False,False,False,Month-to-month,No,Electronic check,49.5,49.5,1.65
4080-IIARD,False,Female,0,Yes,No,13,Yes,True,DSL,True,True,False,True,True,False,Month-to-month,Yes,Electronic check,76.2,981.45,2.54
4090-KPJIP,False,Female,0,No,No,3,Yes,True,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,74.95,212.4,2.5
4115-NZRKS,False,Female,1,No,No,7,Yes,False,Fiber optic,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,89.15,574.35,2.97
4123-VPQTQ,False,Female,0,No,No,3,Yes,False,No,False,False,False,False,False,False,Month-to-month,No,Electronic check,19.55,61.05,0.65
4128-ETESU,False,Female,1,Yes,No,47,Yes,True,Fiber optic,False,False,True,False,True,True,Month-to-month,No,Electronic check,99.7,4747.2,3.32
4183-MYFRB,False,Female,0,No,No,21,Yes,False,Fiber optic,False,True,True,False,False,True,Month-to-month,Yes,Electronic check,90.05,1862.9,3.0
4195-NZGTA,False,Female,0,No,No,1,No,False,DSL,False,False,False,False,False,False,Month-to-month,No,Electronic check,25.25,25.25,0.84
4220-TINQT,False,Female,0,Yes,No,61,Yes,True,Fiber optic,False,False,True,True,True,True,Month-to-month,Yes,Electronic check,106.35,6751.35,3.54
4236-UJPWO,False,Female,0,No,No,2,No,False,DSL,False,False,False,False,False,False,Month-to-month,No,Electronic check,24.5,46.4,0.82
4273-MBHYA,False,Female,0,No,Yes,1,Yes,False,Fiber optic,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,89.35,89.35,2.98
4290-UZSKY,False,Female,0,No,No,4,Yes,False,Fiber optic,False,False,False,False,True,False,Month-to-month,Yes,Electronic check,79.0,303.15,2.63
4431-EDMIQ,False,Female,0,Yes,Yes,7,Yes,False,DSL,True,True,True,True,True,False,Month-to-month,Yes,Electronic check,75.7,554.05,2.52
4439-YRNVD,False,Female,0,No,No,10,No,False,DSL,False,True,False,True,False,False,Month-to-month,No,Electronic check,36.25,374.0,1.21
4465-VDKIQ,False,Female,0,No,No,18,Yes,False,Fiber optic,False,True,True,False,False,False,Month-to-month,No,Electronic check,77.8,1358.6,2.59
4468-KAZHE,False,Female,1,Yes,No,20,Yes,False,DSL,False,True,False,False,False,True,Month-to-month,Yes,Electronic check,60.0,1259.35,2.0
4471-OIIDG,False,Female,0,No,No,10,Yes,True,Fiber optic,False,False,True,False,True,True,Month-to-month,Yes,Electronic check,100.6,1060.2,3.35
4482-EWFMI,False,Female,0,No,No,2,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,69.7,135.2,2.32
4521-YEEHE,False,Female,0,Yes,No,18,Yes,True,Fiber optic,False,False,False,True,True,False,Month-to-month,Yes,Electronic check,88.85,1594.75,2.96
4522-AKYLR,False,Female,1,No,No,13,Yes,False,DSL,False,True,True,False,False,False,Month-to-month,Yes,Electronic check,54.8,731.3,1.83
4537-DKTAL,False,Female,0,No,No,2,Yes,False,DSL,False,False,False,False,False,False,Month-to-month,No,Electronic check,45.55,84.4,1.52
4553-DVPZG,False,Female,0,Yes,No,62,Yes,True,Fiber optic,False,False,True,False,True,True,Month-to-month,Yes,Electronic check,101.35,6164.7,3.38
4570-QHXHL,False,Female,0,No,No,9,Yes,False,DSL,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,43.75,405.7,1.46
4581-LNWUM,False,Female,0,No,No,13,No,False,DSL,False,False,True,False,True,True,Month-to-month,No,Electronic check,49.15,649.4,1.64
4603-FDONU,False,Female,0,Yes,Yes,32,No,False,DSL,True,True,False,False,False,False,Month-to-month,Yes,Electronic check,35.15,1051.05,1.17
4612-SSVHJ,False,Female,1,No,No,20,Yes,False,Fiber optic,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,81.45,1671.6,2.72
4626-JYHAY,False,Female,1,No,No,20,Yes,True,Fiber optic,False,True,True,False,False,True,Month-to-month,Yes,Electronic check,94.1,1782.4,3.14
4673-KKSLS,False,Female,0,No,No,31,Yes,False,Fiber optic,True,False,True,True,False,False,Month-to-month,No,Electronic check,87.6,2724.25,2.92
4674-LRJIC,False,Female,0,No,No,1,Yes,False,Fiber optic,False,False,True,False,True,True,Month-to-month,No,Electronic check,94.4,94.4,3.15
4680-KUTAJ,False,Female,1,No,No,11,Yes,True,DSL,True,False,False,False,False,False,Month-to-month,Yes,Electronic check,55.6,580.8,1.85
4690-PKDQG,False,Female,1,Yes,No,42,Yes,True,Fiber optic,False,True,True,False,True,False,Month-to-month,Yes,Electronic check,95.55,3930.6,3.18
4693-VWVBO,False,Female,0,No,No,3,Yes,False,No,False,False,False,False,False,False,Month-to-month,No,Electronic check,19.55,61.05,0.65
4712-UYOOI,False,Female,0,Yes,Yes,20,Yes,False,No,False,False,False,False,False,False,Month-to-month,No,Electronic check,20.0,417.65,0.67
4741-WWJQZ,False,Female,0,Yes,No,2,Yes,False,Fiber optic,True,False,False,True,False,False,Month-to-month,Yes,Electronic check,80.15,194.55,2.67
4749-OJKQU,False,Female,0,No,No,4,Yes,True,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,75.65,302.35,2.52
4760-THGOT,False,Female,0,Yes,No,43,Yes,True,Fiber optic,True,True,False,False,False,True,Month-to-month,Yes,Electronic check,94.1,4107.3,3.14
4801-JZAZL,False,Female,0,Yes,Yes,11,No,False,DSL,True,False,False,False,False,False,Month-to-month,Yes,Electronic check,29.6,346.45,0.99
4813-HQMGZ,False,Female,0,Yes,No,8,Yes,True,Fiber optic,False,False,False,True,False,True,Month-to-month,Yes,Electronic check,90.25,743.75,3.01
4815-GBTCD,False,Female,0,Yes,No,4,No,False,DSL,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,25.15,99.95,0.84
4821-SJHJV,False,Female,0,Yes,Yes,32,Yes,True,Fiber optic,True,False,False,False,True,False,Month-to-month,No,Electronic check,89.6,2901.8,2.99
4824-GUCBY,False,Female,1,No,No,22,Yes,False,Fiber optic,True,True,False,False,False,False,Month-to-month,No,Electronic check,81.7,1820.9,2.72
4840-ORQXB,False,Female,1,No,No,56,Yes,True,Fiber optic,False,True,True,False,True,True,Month-to-month,No,Electronic check,104.75,5841.35,3.49
4847-TAJYI,False,Female,1,No,No,6,Yes,False,Fiber optic,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,89.35,567.8,2.98
4854-CIDCF,False,Female,1,No,No,3,Yes,False,Fiber optic,False,False,True,False,False,False,Month-to-month,No,Electronic check,73.85,196.4,2.46
4879-GZLFH,False,Female,0,Yes,Yes,42,Yes,False,Fiber optic,False,False,True,False,True,True,Month-to-month,Yes,Electronic check,92.15,3875.4,3.07
4884-ZTHVF,False,Female,1,No,No,8,Yes,False,Fiber optic,False,True,False,False,True,False,Month-to-month,Yes,Electronic check,87.1,713.6,2.9
4912-PIGUY,False,Female,0,No,No,1,Yes,True,Fiber optic,False,False,False,False,True,False,Month-to-month,Yes,Electronic check,84.6,84.6,2.82
4918-FYJNT,False,Female,1,Yes,No,55,Yes,True,Fiber optic,False,True,True,True,False,False,Month-to-month,No,Electronic check,90.45,5044.8,3.02
4931-TRZWN,False,Female,0,No,No,13,Yes,False,DSL,True,False,False,False,True,True,Month-to-month,Yes,Electronic check,71.95,923.85,2.4
4988-RZJHG,False,Female,0,Yes,No,8,Yes,True,Fiber optic,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,84.9,764.95,2.83
4998-IKFSE,False,Female,0,No,No,30,Yes,True,Fiber optic,False,False,True,False,True,True,Month-to-month,No,Electronic check,100.45,3096.9,3.35
5022-JNQEQ,False,Female,0,Yes,Yes,9,Yes,False,Fiber optic,False,False,False,True,False,False,Month-to-month,Yes,Electronic check,75.85,647.5,2.53
5043-TRZWM,False,Female,0,No,No,1,Yes,False,Fiber optic,False,False,True,False,False,False,Month-to-month,No,Electronic check,75.55,75.55,2.52
5046-NUHWD,False,Female,1,Yes,No,29,No,False,DSL,True,False,True,False,False,True,Month-to-month,Yes,Electronic check,45.0,1228.65,1.5
5055-MGMGF,False,Female,0,Yes,No,65,Yes,True,Fiber optic,True,False,True,False,True,True,Month-to-month,Yes,Electronic check,105.05,6914.95,3.5
5071-FBJFS,False,Female,0,Yes,Yes,4,Yes,False,DSL,True,False,False,False,False,False,Month-to-month,No,Electronic check,50.3,217.1,1.68
5091-HFAZW,False,Female,0,No,No,2,Yes,False,Fiber optic,True,True,False,False,True,False,Month-to-month,Yes,Electronic check,91.15,168.5,3.04
5122-CYFXA,False,Female,0,No,No,3,Yes,False,DSL,False,True,False,True,True,True,Month-to-month,Yes,Electronic check,75.3,244.1,2.51
5153-RTHKF,False,Female,0,No,No,34,Yes,True,Fiber optic,False,False,False,False,True,False,Month-to-month,No,Electronic check,85.35,2896.6,2.84
5215-LNLDJ,False,Female,0,Yes,Yes,7,No,False,DSL,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,24.7,149.05,0.82
5216-WASFJ,False,Female,1,Yes,No,31,Yes,True,Fiber optic,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,84.85,2633.4,2.83
5233-AOZUF,False,Female,0,Yes,No,29,Yes,True,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,74.95,2149.05,2.5
5353-WILCI,False,Female,0,No,No,28,Yes,False,DSL,True,True,False,False,False,False,Month-to-month,No,Electronic check,56.05,1522.65,1.87
5356-CSVSQ,False,Female,0,No,No,3,Yes,True,DSL,False,False,False,True,True,False,Month-to-month,No,Electronic check,64.6,174.2,2.15
5371-VYLSX,False,Female,1,No,No,50,Yes,True,Fiber optic,True,True,False,False,False,False,Month-to-month,Yes,Electronic check,83.4,4113.7,2.78
5392-AKEMH,False,Female,0,No,No,12,Yes,False,DSL,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,45.05,523.1,1.5
5423-BHIXO,False,Female,0,No,No,32,Yes,True,DSL,False,True,False,False,False,False,Month-to-month,Yes,Electronic check,54.2,1739.6,1.81
5429-LWCMV,False,Female,0,No,No,12,Yes,True,Fiber optic,False,True,False,False,False,True,Month-to-month,Yes,Electronic check,89.15,1057.55,2.97
5442-BHQNG,False,Female,0,No,No,2,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,No,Electronic check,70.35,139.25,2.34
5445-GLVOT,False,Female,0,No,No,22,Yes,False,DSL,True,False,False,False,False,False,Month-to-month,Yes,Electronic check,49.8,1049.05,1.66
5546-BYZSM,False,Female,0,No,No,41,Yes,False,No,False,False,False,False,False,False,Month-to-month,No,Electronic check,20.45,775.6,0.68
5568-DMXZS,False,Female,0,No,No,8,Yes,False,DSL,False,True,False,True,True,False,Month-to-month,Yes,Electronic check,65.45,554.45,2.18
5619-PTMIK,False,Female,0,Yes,No,46,Yes,True,DSL,True,False,False,False,False,False,Month-to-month,No,Electronic check,53.1,2459.8,1.77
5624-RYAMH,False,Female,0,No,No,9,Yes,False,No,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,19.5,178.85,0.65
5630-IXDXV,False,Female,0,No,No,47,Yes,True,Fiber optic,False,True,True,False,True,True,Month-to-month,Yes,Electronic check,106.35,4849.1,3.54
5647-FXOTP,False,Female,1,Yes,No,60,Yes,True,Fiber optic,False,True,True,False,True,True,Month-to-month,Yes,Electronic check,105.9,6401.25,3.53
5651-YLPRD,False,Female,0,Yes,Yes,32,Yes,False,Fiber optic,False,True,False,False,True,False,Month-to-month,Yes,Electronic check,86.1,2723.75,2.87
5666-CYCYZ,False,Female,0,No,No,24,Yes,True,Fiber optic,False,False,False,True,False,True,Month-to-month,Yes,Electronic check,89.55,2259.35,2.98
5697-GOMBF,False,Female,1,Yes,Yes,28,No,False,DSL,False,False,False,False,True,False,Month-to-month,Yes,Electronic check,35.9,973.65,1.2
5701-YVSVF,False,Female,1,Yes,No,11,Yes,False,Fiber optic,False,False,False,True,True,False,Month-to-month,Yes,Electronic check,82.9,880.05,2.76
5712-AHQNN,False,Female,0,No,No,43,Yes,False,Fiber optic,False,True,True,False,True,False,Month-to-month,Yes,Electronic check,91.65,3954.1,3.06
5780-INQIK,False,Female,0,No,No,8,Yes,False,DSL,False,False,False,True,False,False,Month-to-month,No,Electronic check,49.4,408.25,1.65
5879-SESNB,False,Female,0,No,No,11,Yes,True,Fiber optic,False,False,False,False,False,False,Month-to-month,No,Electronic check,75.25,888.65,2.51
5882-CMAZQ,False,Female,0,Yes,Yes,5,No,False,DSL,False,True,False,True,False,False,Month-to-month,No,Electronic check,34.25,163.55,1.14
5917-HBSDW,False,Female,0,Yes,Yes,37,Yes,False,No,False,False,False,False,False,False,Month-to-month,No,Electronic check,19.35,683.75,0.64
5934-RMPOV,False,Female,0,No,Yes,22,Yes,True,Fiber optic,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,84.75,1816.75,2.82
5935-FCCNB,False,Female,1,No,No,17,Yes,True,Fiber optic,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,94.2,1608.15,3.14
5949-HGVJL,False,Female,0,Yes,No,26,Yes,False,DSL,False,True,False,True,True,True,Month-to-month,Yes,Electronic check,73.05,1959.5,2.44
5982-FPVQN,False,Female,0,Yes,Yes,37,Yes,True,Fiber optic,False,True,True,False,False,True,Month-to-month,Yes,Electronic check,95.15,3532.85,3.17
5989-PGKJB,False,Female,0,No,No,16,Yes,False,Fiber optic,False,True,False,False,False,True,Month-to-month,Yes,Electronic check,86.25,1340.1,2.88
6022-MXOMF,False,Female,1,No,No,1,Yes,True,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,74.2,74.2,2.47
6030-REHUX,False,Female,1,Yes,No,28,Yes,True,Fiber optic,False,True,True,True,True,True,Month-to-month,Yes,Electronic check,110.85,3204.4,3.7
6077-BDPXA,False,Female,0,No,No,3,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,70.15,194.2,2.34
6088-BXMRG,False,Female,0,Yes,Yes,32,Yes,True,Fiber optic,False,True,False,False,True,True,Month-to-month,Yes,Electronic check,98.85,3089.6,3.3
6103-BOCOU,False,Female,0,No,No,26,Yes,True,Fiber optic,False,False,True,False,False,False,Month-to-month,Yes,Electronic check,80.7,2193.0,2.69
6116-RFVHN,False,Female,0,Yes,No,34,Yes,True,Fiber optic,False,False,True,False,True,True,Month-to-month,Yes,Electronic check,100.45,3414.65,3.35
6133-OZILE,False,Female,0,No,No,18,No,False,DSL,False,False,True,True,False,False,Month-to-month,Yes,Electronic check,35.2,607.3,1.17
6135-OZQVA,False,Female,0,No,No,7,Yes,True,DSL,True,False,False,False,False,False,Month-to-month,Yes,Electronic check,53.65,404.35,1.79
6137-MFAJN,False,Female,0,No,No,48,No,False,DSL,True,True,False,False,True,False,Month-to-month,Yes,Electronic check,44.8,2104.55,1.49
6198-RTPMF,False,Female,0,Yes,No,17,Yes,True,Fiber optic,False,False,False,False,True,True,Month-to-month,No,Electronic check,92.6,1579.7,3.09
6198-ZFIOJ,False,Female,0,No,No,5,Yes,True,Fiber optic,False,False,False,False,False,False,Month-to-month,No,Electronic check,75.6,402.5,2.52
6211-WHMYA,False,Female,1,No,No,64,No,False,DSL,False,True,False,True,True,False,Month-to-month,Yes,Electronic check,43.85,2751.0,1.46
6212-ATMLK,False,Female,0,No,No,50,Yes,True,Fiber optic,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,95.7,4729.75,3.19
6242-MBHPK,False,Female,1,Yes,No,23,Yes,False,Fiber optic,True,False,False,False,True,True,Month-to-month,Yes,Electronic check,95.1,2326.05,3.17
6243-OZGFH,False,Female,0,No,No,23,No,False,DSL,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,44.95,996.85,1.5
6267-DCFFZ,False,Female,1,Yes,No,30,Yes,True,Fiber optic,False,True,False,False,True,False,Month-to-month,Yes,Electronic check,90.05,2627.2,3.0
6272-HWGNQ,False,Female,0,No,No,1,Yes,True,Fiber optic,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,85.0,85.0,2.83
6300-BWMJX,False,Female,0,Yes,No,59,Yes,True,Fiber optic,False,False,True,True,True,False,Month-to-month,No,Electronic check,93.35,5386.5,3.11
6339-DKLMK,False,Female,0,No,No,13,No,False,DSL,False,True,False,False,False,False,Month-to-month,Yes,Electronic check,31.65,389.95,1.06
6357-JJPQT,False,Female,0,No,No,3,Yes,False,Fiber optic,False,False,False,False,True,False,Month-to-month,Yes,Electronic check,80.5,232.35,2.68
6377-WHAOX,False,Female,0,Yes,No,60,Yes,True,Fiber optic,False,True,True,False,True,True,Month-to-month,Yes,Electronic check,106.15,6411.25,3.54
6435-SRWBJ,False,Female,0,No,No,5,Yes,True,Fiber optic,False,False,True,True,False,False,Month-to-month,Yes,Electronic check,82.75,417.75,2.76
6458-CYIDZ,False,Female,1,No,No,5,Yes,False,Fiber optic,True,True,False,False,False,False,Month-to-month,No,Electronic check,80.7,374.8,2.69
6469-QJKZW,False,Female,0,Yes,No,4,Yes,False,No,False,False,False,False,False,False,Month-to-month,No,Electronic check,20.15,91.4,0.67
6475-VHUIZ,False,Female,0,Yes,No,23,Yes,False,DSL,False,False,True,True,False,False,Month-to-month,No,Electronic check,54.25,1221.55,1.81
6507-MIKMI,False,Female,0,No,No,41,Yes,True,Fiber optic,False,True,True,False,True,True,Month-to-month,Yes,Electronic check,106.3,4443.45,3.54
6519-CFDBX,False,Female,0,No,No,2,Yes,False,DSL,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,45.4,80.95,1.51
6537-QLGEX,False,Female,0,No,No,16,No,False,DSL,True,False,False,False,True,False,Month-to-month,Yes,Electronic check,38.9,664.4,1.3
6583-KQJLK,False,Female,1,Yes,No,15,Yes,False,Fiber optic,False,True,False,False,True,True,Month-to-month,Yes,Electronic check,94.65,1285.05,3.16
6599-SFQVE,False,Female,0,No,No,6,Yes,False,DSL,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,55.0,340.4,1.83
6625-UTXEW,False,Female,0,Yes,No,12,Yes,False,DSL,False,True,False,False,False,False,Month-to-month,Yes,Electronic check,51.25,612.1,1.71
6630-UJZMY,False,Female,1,Yes,No,4,Yes,True,Fiber optic,False,False,False,False,True,False,Month-to-month,Yes,Electronic check,83.25,308.05,2.78
6637-KYRCV,False,Female,0,Yes,Yes,5,No,False,DSL,False,True,False,False,False,False,Month-to-month,Yes,Electronic check,30.5,167.2,1.02
6646-JPPHA,False,Female,1,No,No,14,Yes,False,Fiber optic,True,True,False,False,False,False,Month-to-month,No,Electronic check,78.85,1043.8,2.63
6652-YFFJO,False,Female,0,No,No,11,Yes,False,DSL,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,64.9,716.1,2.16
6705-LXORM,False,Female,1,Yes,No,5,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,No,Electronic check,70.05,302.6,2.34
6736-DRVEW,False,Female,1,No,No,33,Yes,True,Fiber optic,False,True,True,True,True,True,Month-to-month,Yes,Electronic check,110.45,3655.45,3.68
6778-YSNIH,False,Female,0,No,No,2,Yes,False,DSL,False,True,False,False,True,False,Month-to-month,Yes,Electronic check,59.0,114.15,1.97
6786-OBWQR,False,Female,0,Yes,Yes,5,Yes,False,Fiber optic,False,False,False,False,True,False,Month-to-month,Yes,Electronic check,80.85,356.1,2.7
6789-HJBWG,False,Female,0,No,No,12,Yes,False,DSL,False,True,False,False,False,False,Month-to-month,Yes,Electronic check,49.4,611.65,1.65
6818-DJXAA,False,Female,0,No,Yes,10,Yes,False,Fiber optic,False,False,True,True,True,False,Month-to-month,Yes,Electronic check,91.1,964.35,3.04
6917-YACBP,False,Female,1,No,No,59,Yes,True,Fiber optic,True,True,True,False,False,False,Month-to-month,Yes,Electronic check,89.75,5496.9,2.99
6918-UMQCG,False,Female,0,No,No,5,Yes,False,Fiber optic,False,False,False,False,True,False,Month-to-month,No,Electronic check,80.2,384.25,2.67
6923-JHPMP,False,Female,0,No,No,2,Yes,False,Fiber optic,True,False,True,False,False,False,Month-to-month,Yes,Electronic check,80.45,137.1,2.68
6968-GMKPR,False,Female,0,No,No,55,Yes,False,Fiber optic,False,True,True,False,False,False,Month-to-month,Yes,Electronic check,81.55,4509.5,2.72
6969-MVBAI,False,Female,1,No,No,9,Yes,True,Fiber optic,False,False,True,False,True,False,Month-to-month,Yes,Electronic check,90.1,816.8,3.0
7078-NVFAM,False,Female,0,Yes,Yes,32,No,False,DSL,True,True,False,False,False,False,Month-to-month,Yes,Electronic check,35.15,1051.05,1.17
7107-UBYKY,False,Female,0,Yes,Yes,35,Yes,True,No,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,25.75,882.55,0.86
7126-RBHSD,False,Female,0,Yes,No,17,Yes,True,Fiber optic,True,False,False,False,False,False,Month-to-month,No,Electronic check,78.9,1348.95,2.63
7129-ACFOG,False,Female,0,No,No,5,Yes,True,DSL,True,False,False,False,False,False,Month-to-month,Yes,Electronic check,53.8,283.95,1.79
7145-FEJWU,False,Female,0,No,Yes,12,Yes,True,Fiber optic,False,True,True,False,True,True,Month-to-month,Yes,Electronic check,105.3,1275.65,3.51
7245-NIIWQ,False,Female,0,No,No,3,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,69.85,199.85,2.33
7246-ZGQDF,False,Female,0,No,Yes,1,Yes,False,DSL,True,False,False,True,False,False,Month-to-month,No,Electronic check,54.5,54.5,1.82
7277-OZCGZ,False,Female,0,No,No,22,Yes,False,Fiber optic,True,False,False,True,False,True,Month-to-month,Yes,Electronic check,89.05,1886.25,2.97
7296-PIXQY,False,Female,0,Yes,Yes,14,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,No,Electronic check,70.2,1046.5,2.34
7305-PAPOZ,False,Female,1,Yes,No,31,Yes,True,Fiber optic,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,84.85,2633.4,2.83
7321-VGNKU,False,Female,0,Yes,No,2,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,70.35,120.25,2.34
7339-POGZN,False,Female,0,No,No,4,Yes,True,DSL,False,False,False,False,False,False,Month-to-month,No,Electronic check,50.7,214.55,1.69
7346-MEDWM,False,Female,0,No,No,59,Yes,True,Fiber optic,False,True,True,False,False,False,Month-to-month,Yes,Electronic check,83.25,4949.1,2.78
7351-KYHQH,False,Female,1,No,No,7,Yes,False,DSL,False,True,True,False,True,False,Month-to-month,Yes,Electronic check,64.95,493.65,2.16
7363-QTBIW,False,Female,0,Yes,No,9,Yes,False,Fiber optic,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,79.75,769.1,2.66
7394-LWLYN,False,Female,0,No,No,2,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,70.15,123.8,2.34
7398-SKNQZ,False,Female,0,Yes,No,3,Yes,True,Fiber optic,False,False,False,False,True,True,Month-to-month,No,Electronic check,94.9,273.2,3.16
7401-RUBNK,False,Female,0,Yes,No,18,Yes,False,Fiber optic,True,False,False,False,False,False,Month-to-month,No,Electronic check,74.8,1438.05,2.49
7404-JLKQG,False,Female,0,No,No,3,Yes,False,DSL,False,False,True,False,True,False,Month-to-month,No,Electronic check,57.55,161.45,1.92
7460-ITWWP,False,Female,1,Yes,No,45,Yes,False,Fiber optic,False,False,True,False,False,True,Month-to-month,Yes,Electronic check,86.1,3861.45,2.87
7517-LDMPS,False,Female,0,No,No,12,Yes,False,Fiber optic,False,True,False,False,False,True,Month-to-month,Yes,Electronic check,84.6,1017.35,2.82
7576-JMYWV,False,Female,1,Yes,Yes,46,Yes,True,Fiber optic,True,True,False,True,True,True,Month-to-month,Yes,Electronic check,110.2,4972.1,3.67
7590-VHVEG,False,Female,0,Yes,No,1,No,False,DSL,False,True,False,False,False,False,Month-to-month,Yes,Electronic check,29.85,29.85,1.0
7634-WSWDB,False,Female,0,No,Yes,8,No,False,DSL,True,False,False,False,False,True,Month-to-month,Yes,Electronic check,38.5,330.8,1.28
7668-XCFYV,False,Female,1,Yes,No,17,Yes,True,Fiber optic,False,False,False,False,True,True,Month-to-month,Yes,Electronic check,92.55,1614.7,3.08
7709-FQREH,False,Female,0,Yes,No,18,Yes,True,Fiber optic,False,False,False,True,True,False,Month-to-month,Yes,Electronic check,88.85,1594.75,2.96
7733-UDMTP,False,Female,1,No,No,57,No,False,DSL,False,True,True,False,True,True,Month-to-month,Yes,Electronic check,55.0,3094.05,1.83
7748-UMTRK,False,Female,1,No,Yes,30,Yes,True,Fiber optic,False,False,False,True,True,True,Month-to-month,Yes,Electronic check,101.3,2974.5,3.38
7798-JVXYM,False,Female,0,No,No,14,Yes,False,DSL,False,False,False,True,True,True,Month-to-month,Yes,Electronic check,69.65,921.4,2.32
7801-KICAO,False,Female,0,No,No,18,Yes,True,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,74.15,1345.75,2.47
7808-NBWYW,False,Female,1,Yes,No,3,Yes,False,Fiber optic,False,False,False,False,True,False,Month-to-month,Yes,Electronic check,80.4,224.05,2.68
7839-NUIAA,False,Female,0,Yes,Yes,61,Yes,True,DSL,True,True,False,False,False,False,Month-to-month,No,Electronic check,59.8,3641.5,1.99
7853-OETYL,False,Female,0,Yes,No,4,No,False,DSL,True,False,False,False,False,False,Month-to-month,Yes,Electronic check,29.05,129.6,0.97
7855-DIWPO,False,Female,0,No,No,21,Yes,False,Fiber optic,False,False,False,False,False,False,Month-to-month,Yes,Electronic check,68.65,1493.2,2.29
7858-GTZSP,False,Female,0,No,No,12,Yes,True,Fiber optic,False,False,False,False,False,True,Month-to-month,Yes,Electronic check,86.55,1066.9,2.88
7872-RDDLZ,False,Female,1,No,No,67,Yes,True,DSL,False,True,False,False,False,False,Month-to-month,No,Electronic check,54.9,3725.5,1.83
7892-QVYKW,False,Female,0,Yes,Yes,23,Yes,True,Fiber optic,False,False,False,False,False,True,Month-to-month,No,Electronic check,85.6,1868.4,2.85
